7122458087281328933,一如既往的稳定发挥,4,469,1,2022-07-20 22:16:08,来自中国澳门,1380628129910376,JKBWS
7122422566157517602,恭喜国足,0,50,0,2022-07-20 19:58:08,来自河南,11062964336,财富的魔盒mh
7122468748174705408,不到最耻辱，还有更可耻，男足一直在创造奇迹。,1,84,0,2022-07-20 22:57:30,来自山东,62937531861,沐恩Jan
7122474159292597006,求求你了头条君！能不能不要让国足的新闻上热门啊？实在是受不了啊！不想看到！憋屈得很[流泪],1,5,0,2022-07-20 23:19:17,来自福建,1443004638050765,南三毛
7122423455320015648,踢中国男足对于韩国队来说是不是闹着玩儿？,24,749,10,2022-07-20 20:01:59,来自河北,94826561981,异箓残卷
7122421671033586444,热烈祝贺中国队终于进球了,8,338,0,2022-07-20 19:55:00,来自河北,10881729385,自在的烟波浩渺
7122428796632269602,东亚杯感觉就像是日韩对抗赛,20,325,6,2022-07-20 20:22:14,来自新疆,4076617751076488,化神境主
7122406568725234467,朱辰杰的头球入得漂亮[泪奔][泪奔][泪奔],11,109,0,2022-07-20 18:56:04,来自广东,6861315555,芷秋枫芸
7122468100683301647,听到中国男足0 比3 输给韩国男足，我心痛不已！说真话我现在都不敢看中国男足踢国际比赛，为什么现在男足水平越来越差。我认为我们省队之间比赛不应该请外国球员来踢球，外国球星来踢球，看上去精彩，并担任主力队员出场。我国球员得不到锻练，叫这些未经苦练的人，去踢国际比赛真是对我们国家荣誉不尊重。希望我们的球员一定要爱囯心，苦练！苦练！努力奋斗来提高我们中国足球水平！为国争光！！,8,17,0,2022-07-20 22:54:59,来自江苏,100152160410,智慧的羽棋缘
7122427186741052199,不乌龙不国足！！,2,292,2,2022-07-20 20:16:46,来自北京,99326599479,大小木子
7122446013490529059,中国队遇见谁能赢？？？,20,75,0,2022-07-20 21:28:49,来自北京,89801814706,旭冉
7122443438917976864,朱辰杰那个头球真他妈的漂亮[赞],19,289,1,2022-07-20 21:19:33,来自广西,110926654374,令狐大哥2019
7122461079234151183,国足0-3韩国，这也算是新闻啊[捂脸]什么时候3-0了，才是新闻好不好[笑哭],0,3,0,2022-07-20 22:27:42,来自四川,7742029394,大杨说法
7122425027412427559,与其浪费时间看男足比赛，还不如干点别的事情,7,140,0,2022-07-20 20:08:09,来自云南,2770371003300236,深蓝咖啡
7122427717240619779,进攻没学会，回传倒是得了他们前辈的真传[灵光一闪],17,333,1,2022-07-20 20:18:30,来自河北,3522485916538103,前潮网络
7122420987777909538,真有惊喜！朱辰杰的头球真的很帅[捂脸][捂脸][捂脸],29,799,5,2022-07-20 19:51:58,来自广东,989179500565419,块水清清
7122465342450270979,谁要是能解散男足，也是功臣,9,470,3,2022-07-20 22:45:01,来自辽宁,3746447666,浮生如大白
7122422600018166528,发挥越来越稳定，而且进步不小，居然可以没有一脚射门🤭,12,365,1,2022-07-20 19:58:18,来自四川,3584020173305348,高原小雕
7122424354298233637,球进啦！球进啦！中国队终于头球打进一球， 靠 进自己门里了[抠鼻][抠鼻][抠鼻],2,146,2,2022-07-20 20:05:19,来自湖北,4655549269,李多人不怪NssR
7122421677845283619,无所谓，反正都是输，小朱别耽误晚上烧烤，坏了心情不好,9,157,0,2022-07-20 19:54:44,来自安徽,75201685719,易自驾
7122445399130571527,得想个办法不能让男足再出去丢人了,1,2,0,2022-07-20 21:27:01,来自江西,3555287595,haohaode0791
7122422970068665129,天下奇闻，世界之最，全场九十分钟，国足就一脚射门，还是打进自家大门，[捂脸],12,326,0,2022-07-20 19:59:34,来自北京,24639804498,一心一意书签C3
7122406336893698816,上半场结束，韩国十几脚打门颗粒无收，国足一脚打门就进球了，国足牛逼！！！,1,48,0,2022-07-20 18:55:19,来自福建,56795699223,读书使我心明眼亮
7122430051568190211,淡定淡定，国足基本操作而已,2,54,0,2022-07-20 20:27:54,来自广西,4159635230,生活大表哥宇文拓
7122427640190927627,男足真的丢脸，进了一个球？牛掰。,8,139,2,2022-07-20 20:18:10,来自辽宁,9806438199,运筹帷幄雪梨t4
7122466902764798720,真有惊喜！朱辰杰的头球真的很帅[捂脸][捂脸][捂脸],1,8,0,2022-07-20 22:50:19,来自四川,4099444679901783,伍小菲
7122445194284483361,更正一下，不叫耻辱，是正常发挥。,13,713,7,2022-07-20 21:26:19,来自黑龙江,87454093391,一路慢慢慢跑
7122421727891653410,全场好像1脚射门都没有[笑哭],2,21,0,2022-07-20 19:54:43,来自上海,60257455070,寒江孤影夜听雪
7122445602789081871,我要是韩国队教练，不上守门员,49,486,0,2022-07-20 21:27:24,来自安徽,4327288729508280,付哥直言
7122424957262529287,全场只有一脚射门[酷拽][酷拽][酷拽],11,237,5,2022-07-20 20:07:35,来自江苏,92453883527,烦吧
7122412746771104548,男足进球啦！！！！！别管谁家的门反正进了,3,23,2,2022-07-20 19:20:22,来自山东,105127136083,娜娜8456
7122405789922542339,毫无反击之力，不过朱这球顶的挺漂亮，可惜乌龙了！,2,34,1,2022-07-20 18:53:46,来自浙江,3378266940,北北酱啊
7122423052318688032,囯足雷打不动，情绪相当稳定，陪练东亚杯，惨遭开门黑，即在意料之外，又在意料之中！,7,382,4,2022-07-20 20:00:24,来自河北,50577328190,作家书童诺雅
7122458034450203392,祝贺中国队终于进球了！[赞][赞][赞][赞],0,0,0,2022-07-20 22:15:43,来自山东,1478184876124820,用户5212968312165赵
7122422056612004622,国足永远不会让人失望,6,326,4,2022-07-20 19:56:15,来自北京,4407286246150551,那个家伙是谁
7122421903516189474,朱辰杰收获本届东亚杯中国队首球，国足0:3负于韩国,5,192,1,2022-07-20 19:55:33,来自河南,95189716056,栀子夏天
7122441914150503205,中国队为什么全场不射门呢，是礼让韩国么？,4,8,0,2022-07-20 21:13:30,来自河南,3573818676,AAA从小就坏
7122423388852830991,门将是唯一亮点,10,98,2,2022-07-20 20:01:07,来自广西,91681005568,口都口都7109
7122435629358809864,"这些年轻球员复制男足老大哥真是太原汁原味了，而且快要超越了！
一味死守，习惯回传，传球不过三脚，一被逼抢就丢球，坚决不进攻，不射门，输球也很淡定，看不出比分落后。
界外球几乎都接不到球，甚至一个前场界外球，经过安全倒脚，竟然到了本方守门员手里。",2,65,0,2022-07-20 20:48:58,来自江苏,111044950504,金心管家
7122437342962893571,有一脚射门还不错。[赞],3,31,1,2022-07-20 20:56:00,来自海南,2392972089627352,小马一家在海南
7122423792357999374,韩国队虽然赢球，但难掩致命缺陷。中国男足虽然本场输球，但难掩巨星本色。[呲牙],3,130,5,2022-07-20 20:03:16,来自广东,103020593414,每月666666
7122426283543298849,上半场快结束了，韩国队还没进球，中国队着急了，于是……,4,59,0,2022-07-20 20:12:52,来自广东,6563720318,智能家居IHC
7122472054062007047,来来来喝一杯海参照样吃起,0,1,0,2022-07-20 23:10:56,来自福建,85984942102,快乐的岛上人
7122427713612710667,没看，才输3个进步了。[尬笑],1,20,1,2022-07-20 20:18:41,来自广东,3034397656,深宵独唱
7122421816526095107,国足队长那头球进的太漂亮了,4,101,0,2022-07-20 19:55:45,来自江苏,101080361511,Ge歌597
7122419087489729315,实力相差太多，根本拿不住球，最多三脚就丢了，过半场都很难，集训了一、二年，就这水平，这个洋教头也不怎么样。,3,5,0,2022-07-20 19:44:39,来自北京,95840641729,老翁287
7122431042635891493,国足？我们国足刚刚才2-0赢了，这是那门的国足？？？,3,13,0,2022-07-20 20:31:12,来自重庆,5878061931,坚持两年上岸
7122412350380327680,跟中国队踢，韩国是不是都可以让一个门将？,4,4,0,2022-07-20 19:18:27,来自山东,51297377092,明公说史
7122433796171531016,解放军叔叔拿枪在场边指着脑袋，这几个兄弟能把韩国干懵,7,20,0,2022-07-20 20:41:58,来自山东,107910495904,我淘哥
7122411440724198174,"这个项目倒退了30年，让人家压着半场打，应该取消了！
韩国队加油！",1,26,0,2022-07-20 19:15:42,来自北京,87224875069,大树
7122439551280972578,恭喜男足喜提东亚杯前三名！,3,14,0,2022-07-20 21:03:56,来自重庆,52968523987,独慕琴
7122419297716536079,国字号的后防线，形同虚设，不输球到属于不正常了，都是金元足球害人不浅呀，解散吧，就地开除国籍，流放他乡吧，香港队在与日本队的开幕式上，不唱国歌，与中国男足不为国争光，有啥区别,4,22,0,2022-07-20 19:45:23,来自上海,83170030490,馒头274520072
7122426180904551205,朱辰杰那个头球，难度很大角度很刁，可惜打错门了。,4,51,0,2022-07-20 20:12:19,来自山东,6267917162,安宝麟
7122442038511502094,关键是怕韩国队进不球，还有人帮忙先顶一个进去垫底,2,28,0,2022-07-20 21:14:00,来自广东,4228227236,愉悦的溪流kQ
7122466066601296643,男足不断刷新耻辱边界，下个目标:90分钟过不了半场中线,1,15,0,2022-07-20 22:47:52,来自四川,2528498317538702,里昂1971
7122416518981747492,只要输球数量少于三个，就是中国队赢了。就是输球数量多于三个，如果中国队能进球，也算中国队赢了。,10,60,0,2022-07-20 19:35:09,来自北京,2915536578810867,非凡菠萝fc
7122435827376456448,我不懂足球，想问一下咱们队员进球了为啥算韩国进的。[捂脸],5,24,0,2022-07-20 20:49:29,来自辽宁,101802881804,时光不老5176
7122468291515433763,怎么能说全场零打门呢，毕竟国足头球首开记录，韩国被迫领先啊,2,7,0,2022-07-20 22:55:32,来自湖北,105495855228,洒脱的szzd
7122422545038885672,全场竟然0射门。,6,53,0,2022-07-20 19:58:00,来自广西,5776158732,勐勐河边
7122421319404127016,20个人踢人家一个守门员[捂脸],8,94,1,2022-07-20 19:53:11,来自陕西,73686447504,起个名字那么难1
7122477843455689508,就今天韩国球员的表现是三线的水平，看过韩国 日本的职业联赛的都懂这是什么水平。就在中韩足球比赛的时候，日本的川崎和法国大巴黎在打友谊赛，姆巴佩，内马尔，梅西这样的阵容川崎1:2落后一球！如果韩国用这种水平和川崎比，川崎至少能进4球,0,3,0,2022-07-20 23:33:47,来自上海,81285303447,四十一中宿舍
7122406759221936928,又是熟悉的国足，又是熟悉的乌龙，不管是那边的球门，进球了就好了，国足加油！！再接再厉！！！[赞],2,28,0,2022-07-20 18:57:21,来自广东,3073652064,小猫咪5512899
7122436670351393574,幸亏是夏天，要不韩国守门员感冒了[捂脸],5,83,0,2022-07-20 20:53:10,来自山东,110445554710,零度海狼
7122433671168115469,整场比赛一次射门都没有，悲哀呀,1,6,0,2022-07-20 20:41:21,来自浙江,1591694142486574,无双河流94
7122417660180742946,国足进球了，不错,4,164,0,2022-07-20 19:39:09,来自广东,50383660213,yang1466052
7122425520700670755,看了这场比赛，最大的感触是韩国门将很孤独！别的没话可说！,2,30,0,2022-07-20 20:09:35,来自江苏,5737820326,彬彬62268251
7122429818200998660,自责的不是韩国队，应该是我们，为什么中国男足几十年始终如一的乌龙呢？,2,9,0,2022-07-20 20:26:43,来自广西,2440525187135607,爱上独有
7122455790887256836,"中国男足选拔队东亚杯创造史上最耻辱记录！———全场90分钟内没有一脚射门！
0-3输给韩国的结果也许许多球迷都预料到了，可让人想不到的竟是全场0打门！控球率24%对76%，角球0对9，这数据真够刷新下限的，不，是没有下限！",8,45,1,2022-07-20 22:07:33,来自山东,141187048538462,dynastyu
7122454355147539214,"东亚杯中国男足又惨败，在女足姑娘连胜的情况下还是不能激励他们。上半场虽然处下风，但是形势也一度很焦灼，就在韩国队也苦于无法破门的时候，中国男足队长站了出来，勇敢的打破僵局，为对手韩国队取得了领先。[吐血][吐血][吐血]
 这个球燃起了韩国队进球的欲望，打碎了中国男足的玻璃心。心态一崩，如堤坝垮塌一般，是爱是恨中国人说了不算了，人家韩国人会这么表达[尬笑][汗]",2,3,1,2022-07-20 22:01:37,来自山东,3931566627,柳岸花明明明明
7122439079433831199,中国队发现韩国久攻不下非常着急，终于看不下去了，一个漂亮吊射教了一下韩国队,2,13,0,2022-07-20 21:02:16,来自广东,96499453986,DJ Kang
7122436713963733800,这才是真的中国足球！多漂亮的头球破门！点赞啦[发怒],1,10,0,2022-07-20 20:52:44,来自天津,97835841988,涛涛898
7122462909242032935,我们长期在强调体能，其实我们真正输在了技术上，在高强度比赛中我们连基本传控球都无法做到，而控球权的丧失，导致球员将大部分体力都投入到反抢～～中国足球必须溯本清源，拨乱反正，重视青少年足球培训，在五到十年内不要再给国家队再下什么必出线，必拿冠之类的要求了,0,1,0,2022-07-20 22:35:22,来自重庆,4256936693345166,永远的红花
7122461603500671755,对男足而言，耻辱早已成习惯。只要男足继续存在，就将不断刷新耻辱的程度，不是最耻辱而是更耻辱。,2,40,0,2022-07-20 22:30:08,来自福建,8142160504,笑看风云变幻hxj人生
7122418686006362887,这个头球真心不错！只是进错了门,3,40,0,2022-07-20 19:43:29,来自浙江,4403174380,阳光下的果园
7122426196335821606,经过90分钟的激战，韩国队艰难的3比0结束了比赛。我们以零进球零助攻零抢断百分之十的控球率结束了比赛。看了整场比赛好像是大学生跟幼儿园的比赛。请问海参吃哪里去了？？？？？[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],0,5,0,2022-07-20 20:12:50,来自山东,52366179155,不见不散
7122422470464439074,幸亏不是冬天，要不韩国队门将又得感冒了,1,2,0,2022-07-20 19:57:45,来自山东,4547566360,方舟0070007
7122462062764344077,好消息啊：韩国守门员因为在场上玩手机被禁赛一场！下一场他们没有守门员了！！！！,1,14,0,2022-07-20 22:31:46,来自湖北,1156311492605396,勇往直前的暖阳eF
7122415094252045071,大家别忘了，这是我们国足的正常水平，如果只输两球，就谢天谢地了,3,6,0,2022-07-20 19:29:04,来自广东,6100499388,XU许79112813
7122409665685652236,漂亮！把韩国球员都看懵了。,1,192,1,2022-07-20 19:08:27,来自四川,157938001909933,老傅师傅老
7122417568744440609,中国队后卫乌龙是有传统的，张琳芃就经常这么干！,1,6,0,2022-07-20 19:39:15,来自江苏,989191531672691,喜庆的小鱼p3
7122422185100329759,国家队解散吧，尴尬的不是别人，而是自己。整场下来一脚射门都没有，,3,22,0,2022-07-20 19:56:59,来自江西,68038187711,多才风声u2
7122418665559065376,朱辰杰帅极了，漂亮有力的头球，角度绝其刁钻，像范佩西！让守门的毫无还手之力！！！,1,3,0,2022-07-20 19:43:37,来自浙江,56343192500,六月的伞1
7122417412603233059,完美，头球角度直挂死角，己方门将鞭长莫及[吐血][吐血][吐血],0,74,0,2022-07-20 19:38:09,来自上海,1165120040341243,莲心木风
7122425762577695496,人家进球了都知道丢人，我们呢？,4,32,0,2022-07-20 20:10:54,来自北京,3966711998,脏硕文
7122423375171650307,我楞是没看清韩国门将长啥样？,1,1,0,2022-07-20 20:02:05,来自甘肃,53372992388,火锅啤酒大盘鸡
7122445455505703721,国足还用常规阵型？建议一个非常规阵型：901。9个后卫要上2个门将，与主力门将共同把守大门，除不能用手外起码应该比踢后卫的强，得球就大脚开前场，能不能进就看这个前锋的造化了，0：0起码也好看点嘛,2,5,0,2022-07-20 21:26:46,来自山西,106761434914,淡～定～
7122448573773579011,感觉中国那个守门员还是很负责的，之前拦截了那么多来自韩国队的进攻，最后第一个没有守住的球居然是自己队的队长顶过来的球，估计当时他的内心是绝望的吧[泪奔][泪奔][泪奔],0,2,0,2022-07-20 21:39:20,来自安徽,857255120478062,聪明的菠萝Kp
7122437179145945896,为什么总是0比3,5,8,0,2022-07-20 20:54:36,来自天津,4423355314,奇幻雪碧S8
7122432947772654347,这个选拔队还是那么熟悉的几个面孔站住国家队主力位置，前途无望啊。,2,41,0,2022-07-20 20:38:55,来自湖北,2994709956926843,智者02
7122422093052494627,中国18%：韩国72%控球率，还有机会吗？，简直是[发怒][发怒],7,17,0,2022-07-20 19:56:17,来自四川,63528039602,国宝967
7122450868389544740,韩国也不咋样,1,0,0,2022-07-20 21:48:17,来自河南,6888466746,汉人小李
7122440455987839783,翻翻辞海，找找形容男足的词句[捂脸],3,1,0,2022-07-20 21:08:05,来自内蒙古,945215399794812,茶烧卖
7122424084436845326,国足发挥还是那样稳定,0,5,0,2022-07-20 20:04:28,来自天津,4567233478,大俗老张
7122466225871258403,90分钟不射门，男足做到了[擦汗][擦汗][擦汗],7,34,1,2022-07-20 22:47:44,来自甘肃,53226610733,行者151374379
7122437380313318144,一个光踢败仗的球队，我们为什么还要留他，给国人们添光彩吗？,3,74,0,2022-07-20 20:55:25,来自缅甸,56287928878,"左岸人家
"
7122425363405865765,国足是真能，半场无一脚射门，仅有的一次射门还进了自己球门。这头球利害了，那道美丽的抛物线堪称完美[捂脸],3,31,1,2022-07-20 20:09:22,来自北京,8362722648,合群16
7122437288726168327,对，做为国足队长，就这么干,1,7,0,2022-07-20 20:55:23,来自山东,69433189722,鲁菏99
7122445489412850463,实践证明国足只能选择一种类型的主教练才有可能有希望，那就是即使输，即使实力不如对手，也要压着对手打的主教练，才有可能改变国足一碰到强队只会半场防守，一拿球不知道怎么踢的气质！,1,2,0,2022-07-20 21:27:24,来自上海,3931472172429755,CHF1977
7122440184050025253,门将韩佳奇都快晕过去了，不但要防对方的进攻，更要防自己人的进攻，防不胜防啊,3,21,0,2022-07-20 21:06:39,来自江苏,66770774422,青山6857
7122439706356646694,中国足球队再不解散中国人的脸都都被他们丢光了，我说的是男足 为中国女足点赞。,3,83,1,2022-07-20 21:05:08,来自江苏,64232048408,540896
7122405931815748359,韩国队传球一刹那 朱晨杰并不越位 这鱼跃冲顶像极了范佩西[我想静静],1,7,0,2022-07-20 18:53:51,来自黑龙江,110996055756,橙子a6
7122425913362432803,"这个鱼跃冲顶，堪比范佩西的，
国足最擅长高难度乌龙，我最爱看这些高难度乌龙，能乐一天",2,18,0,2022-07-20 20:10:55,来自广东,6009054663,戈壁雄鹰75558411
7122442849216004879,本届东亚杯男足的目标：进一球，拿一分，赢一场,2,1,0,2022-07-20 21:16:45,来自北京,5870759515,彩旗不倒2015
7122423425481900838,一个漂亮的头球，划出一道美丽的弧线，中国进球了，韩国队1：0领先！,0,9,0,2022-07-20 20:02:05,来自河北,3839881963,庄里裴
7122427750824100615,韩国的表现这样都要被媒体骂？那我们呢？,1,8,0,2022-07-20 20:18:20,来自广东,58967500667,欧洲行成都
7122424296446214927,一个漂亮的头球，划出一道美丽的弧线，中国进球了，韩国队1：0领先！,0,17,0,2022-07-20 20:04:44,来自辽宁,3377309423764862,诚心诚意的问候
7122455154565382950,没有比赛，就没有伤害！你千万不要只望这批海参球员长一岁就进步一点，从当初的恐韩症有的一拼，到如今很难过半场，90分钟的比赛无一射门，男足还在滑向深渊的道路上，再这样，日韩都不跟你玩了！,6,93,1,2022-07-20 22:05:10,来自广东,97468784841,自由的百香果zT
7122420647711818532,整场中国队没有射一次门,1,1,0,2022-07-20 19:50:58,来自山东,976838678809725,不凡远山jx
7122423157084078851,"1、韩国球员平均年龄稍大，整体实力强悍
2、中国队球员大赛经验不足
3、赛事安排对中国队不友好
不是赢房子赢地的比赛，输球也在意料之中，比分差距不是很大，中国队继续努力",5,26,2,2022-07-20 20:00:52,来自吉林,74257785069,柳叶Vv
