7132420933935366912,这个天齐锂业赚是不是大发了？,1,4,0,2022-08-16 18:36:53,来自江西,373459943434573,苑耕山南郭合松
7132435057041523488,按理说，理想汽车没有自己的整车制造厂，没有像蔚来那样的换电站布局，没有比亚迪那样多款车型的研发。在外行人看来，就是轻资产运营模式，为什么卖的越多，亏的越多。财务数据，应该好好查查，还是在稀释投资方的钱。,39,81,1,2022-08-16 19:32:09,来自上海,103719097872,听老刘说
7132457313814053666,为了不让他亏钱，一定要坚持住不去买,3,183,0,2022-08-16 20:57:51,来自山东,50025411760,为了卡神的荣耀
7132426101569422116,我记得九边写过一个文章，不是说中国锂矿非常丰富吗？怎么还七成靠进口啊？,10,16,2,2022-08-16 18:56:57,来自江苏,6980870505,80后俩宝妈
7132432406145598242,宁德时代说不赚钱,1,0,0,2022-08-16 19:21:29,来自广东,103461364375,wu6qi89
7132483430868714240,宁德利润并不好，可以看宁德半年度财务，上游碳酸锂价格太高。电池要细分，赚钱的是隔膜（公布的利润率有50-60%）、锂资源拥有者、电解液厂家（目前的液态锂盐利润最好，以天赐为代表），添加剂利润今年非常惨淡，负极就不甚了解了。,0,3,0,2022-08-16 22:39:30,来自陕西,105996474144,风趣青山U9
7132397646639727373,价格问题，要是卖到一百万一辆的话卖一辆车得亏一个亿，一年卖一辆。[呲牙],7,33,1,2022-08-16 17:07:15,来自广东,4244542282017031,胡小箬在广州
7132482005870592802,卖电池的赚发了,1,1,0,2022-08-16 22:33:57,来自安徽,4637222922,玉蛟龙墨墨
7132406329917915943,我看到个消息说去年进口锂矿55万吨，其中从土澳进口52万吨。唉，总是绕不过澳洲,9,36,2,2022-08-16 17:40:48,来自四川,109117229866,爱生活的小鱼会爬树
7132404534206792489,锂资源一年价格涨了十倍？中国发展电车主要是为了能源替代战略，防止能源被卡脖子。如果锂价这么个涨法，能源替代战略何从谈起，依旧有被卡脖子的风险。,20,87,0,2022-08-16 17:33:22,来自上海,109534187707,煮酒Hero
7132377800291746574,为了不让他亏损，我决定不买[灵光一闪],12,306,2,2022-08-16 15:50:01,来自江西,6045159143,沪望春华
7132439313282876196,主要销量不够，分摊的成本就高了,1,3,1,2022-08-16 19:48:02,来自福建,1301455923327471,星光耀闽
7132352901926159145,这就是没有核心科技的原因了，比亚迪为什么能成功？电池，电机电控还有专利都在自己手里，成本好控制啊,12,43,0,2022-08-16 14:13:03,来自云南,53364362128,云南法拍服务宁浩
7132429850111116035,所以新能源弯道超车是一个伪命题。依赖的主要资源依然还在别人手里。一旦制裁，整个新能源汽车行业无异于半导体芯片行业。[看],4,11,0,2022-08-16 19:12:11,来自广东,109872134194,梦幻木鱼
7132402015451939614,所以，还是比亚迪的磷酸铁锂电池更有远见…,15,35,0,2022-08-16 17:24:07,来自广东,3439474298,上进的青葱
7132407204606739235,那么问题来了，既然大家都知道新能源汽车不挣钱，为什么都在争先恐后加入造车行列[大笑][大笑],10,5,0,2022-08-16 17:43:40,来自江苏,4321385001,三个月练出腹肌
7132470550060368643,"6月1日，阿根廷联邦税务局发布公告称，在过去两年监测到若干起非法的发货问题之后，阿根廷海关已经针对碳酸锂出口设定每公斤53美元的参考价，即5.3万美元/吨，以防止出口报价过低和提高透明度。
以现在美元对人民币的汇率来看，这一价格大约相当于40万元人民币/吨含税价。值得注意的是，根据生意社的数据，6月3日，国内碳酸锂参考价为45.1万元/吨，今年3月的时候，一举突破50万元人民币/吨。（为啥不引用六月数据而用三月的呢！）",0,2,0,2022-08-16 21:50:07,来自重庆,105169822355,风信子1635
7132436161767080715,所有的新能源车，除了比亚迪，特斯拉，其他的都是卖一台车亏一台的钱，目的就是靠融资，不断的融资扩大生产能力和产品研发，当达到生产能力能覆盖亏损缺口，另外还有产品研发覆盖车型全面铺开，这里又涉及到客户认可，转变客户购买。最基本的例子就是像比亚迪这样全面铺开车展，厂能能年生产百万量，这才能叫盈利，否则就赌一把姜太公钓鱼愿者上钩，看哪个大佬投钱融资吧,0,6,0,2022-08-16 19:36:31,来自海南,55781568878,旅行者148025532
7132423627198776097,本来计划赚5万，实际赚了3万，结论：亏损2万？[打脸][打脸],6,189,0,2022-08-16 18:48:16,来自新疆,2890605705,上去就是一巴掌2233
7132405480743928583,有个问题：宁德时代的811电池，镍钴锰8:1:1 为什么叫锂电池？,2,6,0,2022-08-16 17:37:42,来自江苏,3578920249,LINOK
7132403870705337121,搞了半天我们的高科技是给别人打工，嘿嘿嘿，真高,3,39,2,2022-08-16 17:31:21,来自广东,58925472691,后浪打工人
7132411878617662239,卖这么贵还亏，钱都到哪里去了,12,10,0,2022-08-16 18:02:27,来自广东,4095430759,林林总总20181105
7132413065819603712,没自己工厂，然后要付营销成本，还额外养一帮理想汽车团队，肯定成本高，如果是自产自销的话，成本至少节约50%,2,11,0,2022-08-16 18:06:25,来自重庆,6504084853,mymost
7132433674204873487,总是说新能源，搞了半天始终是脱离不开各种环节的能源或材料的卡脖子，还以为能通过技术避开能源枯竭问题，看来只是一厢情愿，都绕不开资源枯竭问题，只不过是从一个能源换到另一个能源上，除非坐11路才不会有能源危机。,3,2,0,2022-08-16 19:26:12,来自广西,3139811730525704,该用户已隐身
7132436291052356363,汽车厂一年要卖50万辆汽车，才能平衡成本，理想一年才卖12万辆汽车，不亏损就是假的，当年马来西亚总理建速腾汽车企业，就是因为销售量低，才卖给吉祥公司，未来电动车必须销售量过120辆汽车才能平衡赚钱！一年销售量过1200万辆电动车必将出现！,6,2,1,2022-08-16 19:37:00,来自广东,80843291559,老A695651822
7132497090504377122,"汽车本身的物料成本并不高，但是分担的管理、研发、营销……费用太高才导致的亏损
说白了消费者买到的产品并非物超所值，而是米珠薪桂！",0,1,0,2022-08-16 23:32:47,来自四川,3589832316,闯西蜀
7132408832168788736,以前说咱们卖资源高附加值的都被人家生产产品的企业赚走了，现在咱们变成生产商了又变成买资源的最挣钱了，反正就是咱们干嘛都不能挣钱，哈哈哈,1,9,0,2022-08-16 17:49:57,来自天津,99777944415,极客落雪
7132441881325339424,单车利润不可能亏的，也可能是理想汽车整个公司开支大，大到利润也不够开支,1,9,0,2022-08-16 19:58:35,来自广东,1781954091,有灵魂的思想
7132422507507942144,理想二季度销量2.8万辆，销售收入80几个亿，毛利20几个亿，20%几的利润率，一台车赚个6-7万，不比特斯拉少了，亏的是销量还不够，成本平摊到每台车亏2.3万，月销量再增加6000辆估计就能平了吧。,0,2,0,2022-08-16 18:42:57,来自广东,6362906014,ycyyg
7132443240678048552,财务不做亏损就要交很多税，这就是为什么大企业都年年亏损。,6,53,0,2022-08-16 20:03:15,来自山东,80528960110,超级无敌宇宙大元帅
7132401560650531625,躲开了石油依赖，又掉进了锂矿依赖，本质上还是被人卡脖子。。。,28,68,2,2022-08-16 17:21:55,来自广东,84548433203,大本是夜猫子
7132448813675561760,最后做的是saas模式，订阅服务。具体订阅啥理想还没看出来，目前貌似只有一个plus会员。蔚来订阅电池和车子，还有辅助驾驶的功能，估计会越来越多。新能源车以后就是类似手机终端一样2-3年换一辆，买的是软硬件服务。,2,1,0,2022-08-16 20:25:34,,4478892143,xx41898277我就是数字
7132403752740586251,没有工厂的杂牌车.亏损是肯定的,1,23,0,2022-08-16 17:30:58,来自浙江,54849079119,活泼湖泊ni
7132400553523151616,难怪这么多人买理想，原来是为了让理想加快亏损，这是在害理想阿,1,15,0,2022-08-16 17:17:57,来自重庆,110808721822,低温开水
7132412882704712488,理想赚不赚钱不重要，李响反正赚到了,0,21,0,2022-08-16 18:05:40,来自天津,58802140362,筱寶王
7132375859419726626,特斯拉卖一辆车挣8万块。,11,21,1,2022-08-16 15:42:02,来自北京,58676732558,无缝钢轨
7132440713198830371,做亏，可以少交税[捂脸],6,107,1,2022-08-16 19:53:23,来自广西,17997464556,阿凯聊防水
7132416198918734625,原材料价格过高就是西方在饮鸩止渴，因为原材料对应的是全球买家。中国的产业集团最会玩这种薄利多销的买卖，越是利润低最后这个产业只会有中国人在做。而所有的产业链条都在中国的时候，集体收益就不低了，就像苹果一样，富士康利润低，相关的领配件企业呢，销售企业呢？出口纳税收入呢…,0,8,2,2022-08-16 18:19:20,,3148597853429255,行事也
7132402730832462630,没关系 除了锂电还有钠离子电池 钒电池 技术突破就会把价格打下来,4,5,1,2022-08-16 17:27:19,来自湖南,6804243297,丨澈丶
7132408363962352423,只想道新能源车大普及后的电力供应从哪来？今年如此超长跨时的超级高温，很多企业限电而确保民用电，又如何再去保障几亿辆私家车的充电供应，然而目前依然是燃煤发电为主力清洁能源为辅的吧，所以个人觉得纯电汽车终究不是长远之计，还是得努力攻关氢能源交通工具,4,5,1,2022-08-16 17:48:38,来自江苏,103829273149,人到中年Wfd
7132395493124326176,阿根廷卖锂矿也没赚的足外汇[呲牙],23,75,2,2022-08-16 16:59:03,来自山东,5567827712,哎呦喂-宋
7132404416779010819,确实不容易，一个电车不光装电池还要加装一个发动机，成本确实挺大[捂脸],4,14,1,2022-08-16 17:33:41,来自浙江,3777550442311147,我就是小明啦
7132373709251396352,那为了理想不要再亏钱，大家还是不要买理想吧,1,52,0,2022-08-16 15:33:38,来自湖南,56620576711,几欲还休
7132470191757837094,直说营业收入没说支出啊，我搞装修托管的，每年营业收入一千万可是我还是没看到钱，因为我把盈利又拿来投资进了，按照这个计算我也是亏损状态，还是亏损好几年了[吐血],1,3,0,2022-08-16 21:48:40,来自湖南,2485346360900324,玖年
7132491709682041637,车企不赚钱，那发展新能源汽车的目的是什么？赔本赚吆喝？逗自己开心吗？,1,0,0,2022-08-16 23:11:41,来自河南,76473808996,行到水穷山尽处
7132473873123214080,发展电动汽车本来就是想摆脱对石油的依赖，因为我们缺油，现在好了，电动车依然依赖原材料，而且锂电池的原材料还是被别人控制,2,1,0,2022-08-16 22:02:11,来自江苏,2475710558780420,乖巧微风Zc
7132446778204635916,没有自己的生产线，都是组装的，是一个高级的二道贩子，成本就是会高于自己有生产及研发能力的车企,1,4,0,2022-08-16 20:17:37,来自浙江,3726402508,I贰佰壹I
7132493510019891998,锂电池最少可以用十年，还可以回收，有电就可以跑，石油断了燃油车就是废铁，国家的电能源源不绝，西部大量水电还没有开发利用，你说新能源香不香,0,0,0,2022-08-16 23:18:43,来自江西,1523100795,锦瑟思年华
7132463301803672355,理想核心竞争力是什么？,4,2,0,2022-08-16 21:21:05,来自河南,51177456766,董久彰142746935
7132357247987909390,两桶油，三大移动通迅商，烟草，都是自己亏损严重,6,29,0,2022-08-16 14:30:17,来自广东,2414154710524419,木卫11
7132442505358017287,我花了两块钱买了一斤面，做了五个饼，每个饼我打算卖2块钱，可是市场上卖饼的太多了，只好降价，一块五一个哭着卖完了五个饼，每个饼赔五毛，今天一共赔了两块五,3,37,0,2022-08-16 20:00:30,来自山东,7003216241,爱你带价
7132486031194440448,之前看到一篇文章说我们大力推行电动汽车是为了摆脱对石油的依赖，现在又开始依赖锂矿……[震惊],0,0,0,2022-08-16 22:49:38,来自云南,110053288493,网格检测
7132423262478402311,那不卖不是一辆赚2.3万了！别卖了，存着吧，账面钱就涨起来了[呲牙],5,199,2,2022-08-16 18:45:53,来自天津,1708025550,你快乐的根源
7132500980364919592,新能源车企好像都说赔钱卖车，那咱们老百姓得赶紧买，这福利不能错过！,0,0,0,2022-08-16 23:48:12,来自辽宁,84958221344,你赫叔
7132401881124487977,都是慈善家，天天都亏，现在企业没有不亏的，关键你信吗？,1,6,0,2022-08-16 17:22:48,来自江苏,3117844360856695,小东哥大吹
7132403974241665807,中国做新能源车主要是为了转换赛道，燃油车肯定搞不过德美日，另外为了减少石油的依赖。另外没准电池技术将来会有不同的技术路线，这都不好说，起码在新能源车这条赛道上我们是暂时有些优势的。,0,7,0,2022-08-16 17:31:02,来自河北,54410438093,AC十万嬉皮之一
7132397362630312742,电池废了，锂能回收吗，,7,5,1,2022-08-16 17:06:06,来自北京,2484549045993863,阿巴阿巴阿巴阿怪
7132386646003729152,亏了，还继续干嘛，越卖越亏,2,19,1,2022-08-16 16:24:00,来自湖北,2732113779,自由金桔O5
7132400843953406760,最近一年A股市场业绩最好的公司就是锂矿,4,3,1,2022-08-16 17:19:00,来自山东,96218361708,走马枫叶
7132404149316338447,亏钱，那他为啥要造车,2,5,0,2022-08-16 17:31:53,来自浙江,52474163661,牛牛18号
