7130149160397538048,生的伟大，死的光荣[祈祷][祈祷],6,449,0,2022-08-10 15:41:26,来自海南,3104633943,边界234
7130553311971066659,必须评为烈士。,1,84,1,2022-08-11 17:49:32,来自山东,104352444118,好好学习7439
7130177699817079586,一路走好！[流泪][流泪][流泪],0,239,0,2022-08-10 17:31:56,来自北京,4248147575966139,刘钧老师
7130407430970032930,让人泪目，希望官方能公布他的账号，有心人可以募捐，帮助一下他年迈的父亲和幼子，或许英雄能走得安心一些,43,2860,16,2022-08-11 08:23:34,,3716789007302543,极速露珠qm
7130491573750006563,必须追认为烈士。,1,163,0,2022-08-11 13:50:07,来自广东,100447214102,抖抖
7130470036238009088,大家要捐款让英雄的子女健康成长,6,360,0,2022-08-11 12:26:22,来自福建,4050253969623675,神秘橙子d
7130507670209463075,评为烈士，心悦诚服，他是有光耀眼的男人。,1,43,0,2022-08-11 14:52:38,来自美国,72266002285,Essex007
7130531680158532392,被救者要多关心英雄的父母,1,27,0,2022-08-11 16:25:41,来自河南,1173889533092596,崇尚希贤
7130186890619192099,他们才是真正的英雄！,84,7216,50,2022-08-10 18:07:40,来自广东,6154270170,风起云涌wj
7130502706917770025,英雄一路走好[流泪],1,24,0,2022-08-11 14:33:22,来自重庆,50565844678,二手车人松锅锅
7130492044014895912,弘扬正能量，必须大力表彰！,1,42,1,2022-08-11 13:51:48,来自辽宁,88641199031,聪明星空yI
7130177218214740771,申请见义勇为烈士,74,7722,49,2022-08-10 17:30:11,来自陕西,50357841064,松竹23
7130477337082413837,被救起的人应该要对他的小孩有担当,0,198,0,2022-08-11 12:55:05,来自广东,3825952165,中山小榄东尼造型
7130190882896495399,政府应该出面为见义勇为的人审请资助,15,3230,16,2022-08-10 18:24:05,来自陕西,66626798064,博学豆花lQ
7130510374399050537,更多是对他家人资金上帮助,1,9,0,2022-08-11 15:03:09,来自陕西,100437586922,初来乍到者
7130201538391327492,充满正能量的人民英雄！,8,3691,24,2022-08-10 19:05:11,,51268057551,清闲的沙滩My
7130187348302299918,平民英雄！,6,2700,11,2022-08-10 18:10:02,来自山东,3436340989,阿方15103643
7130187748744577796,按照传统习惯，会“刻像留念”或者供奉，希望他能够继续为人民服务[祈祷],5,821,7,2022-08-10 18:11:44,来自福建,4494415849064775,开心8快乐888
7130180271185675023,值得尊重,1,54,0,2022-08-10 17:41:59,来自湖北,3131012871883853,风吹浪花淘沙
7130185769981068073,英雄,0,1425,12,2022-08-10 18:03:17,来自浙江,50024160914,说大实话的人
7130153593331630886,见义勇为的人，应该追加烈士英雄[祈祷],0,1143,3,2022-08-10 15:59:13,来自福建,4142560058023691,薇薇逛红尘
7130393984165577507,英雄壮举 值得歌颂,6,10,0,2022-08-11 07:31:35,来自四川,3905903089158654,笑傲江湖的英子
7130487821043467011,建议成立见义勇为基金会，资助这些见义勇为英雄的家庭,1,14,0,2022-08-11 13:36:31,来自北京,3893858319,么石29189563
7130181904590619407,这五个被救上来的人，以后会替就他们的人养老人和孩子吗？,51,398,2,2022-08-10 17:48:27,来自河北,105135147002,我想有把轩辕剑
7130201976201380612,见义勇为可以要适当补充，名声固然很重要，但是还得来点实际的。按人身伤亡险叫5个被救的一人支付一份，起码一人要支付100万。那是人用命换来的，不是他，你们所有人都要死，你们的家人老婆孩子就没人养没人问。不能让英雄流血又流泪。而且这个钱不能分期付款，现在人有良心的少，当时挺感动，过几年就忘的一干二净。,12,216,1,2022-08-10 19:06:52,来自安徽,2141474613100755,云中挽月
7130429474009072424,他的父母儿子应该得到妥善安置。,1,36,0,2022-08-11 09:49:09,来自江西,92496242345,淡淡小红花
7130262417577345824,中国脊梁！平民英雄！应该被评为烈士，儿女安排工作！,8,1030,10,2022-08-10 23:01:44,来自陕西,6198242390,图说大秦
7130472631731880741,神州处处皆尧舜，感天动地祭英魂[祈祷][祈祷][祈祷],5,530,8,2022-08-11 12:36:48,来自山东,53154951985,采柏倚竹
7130409517451657987,向舍己救人的英雄致敬！我们的社会正因为有这样的好人才，让我们这个社会更加和谐和美好。希望有关部门能够处理善后事宜，安抚好英雄的家人，并给予英雄家里一定的慰问金，让英雄的孩子和父母在未来的生活中解除重要的后顾之忧。希望英雄一路走好1,0,59,2,2022-08-11 08:32:26,来自北京,95698073804,快乐智慧12688
7130283388259009312,向英雄致敬！一路走好！被救的五人是不是应该负担起照顾救你们的英雄留下的孩子和老人,0,7,0,2022-08-11 00:26:16,来自四川,55272578594,Joe1314520
7130257989361713927,英雄一路走好[流泪][流泪][流泪]救了五个人自己却没能上岸,0,152,0,2022-08-10 22:44:20,来自江西,769253383078028,旅游达人湾儿
7130493735028605730,这几个人都得奖励。活着的这两个救人英雄也得好好奖励。不要让这两个人寒了心。,2,40,0,2022-08-11 13:58:31,来自陕西,2998335353,小河静静
7129912717636518686,一定给他正义的补偿啊，见义勇为奖给他,16,1094,3,2022-08-10 00:26:18,来自四川,3474044949110984,飞奔小摩托Ziz
7130510285362397987,希望英雄能瞑目，在世人能不心寒，必须重奖这种英雄，才能让人们真正了解什么是真、善、美，给祖国未来的希望们建立一个立体的三观，他才是我们真正该追的星，我们不一定做得到他做的事情，但起码我们知道这是一个顶天立地的男子汉。建议重奖！如果有捐款通道，希望政府发出。,3,12,0,2022-08-11 15:02:55,来自重庆,1622534298013192,七月星
7130475539596870415,默哀三秒钟[祈祷][祈祷][祈祷]一路走好,2,123,3,2022-08-11 12:47:45,来自河南,597722397940999,飞来有痕
7130159793381475072,每每看到这样的结局，让人心痛，以己命换来了他人的命，但愿被救助者余生能感恩一下施救人家属吧,1,133,0,2022-08-10 16:22:38,来自北京,2559302218296445,博学蛋糕JO
7130262813977363239,又倒下一个因为下水救人而牺牲的英雄，明知很危险还是不顾一切的冲上去，多么伟大，多么善良，用生命做好事，不计代价，愿逝者安息！[蜡烛][蜡烛][蜡烛],0,14,0,2022-08-10 23:03:56,来自广东,602993941818247,安逸远山921
7130088338711233293,被施救者也应该给予回报，5条人命啊,11,800,2,2022-08-10 11:45:53,来自陕西,4384484570968196,莫失莫忘熙熙
7130153698089222945,向舍己救人的英雄致敬！英雄一路走好[祈祷],4,1184,4,2022-08-10 15:59:53,来自福建,4142560058023691,薇薇逛红尘
7130245736650261280,真是好人啊，救人也量力而行吧,1,13,0,2022-08-10 21:56:37,来自云南,101945226411,玄円
7130463046665143055,被救者应该有空经常去看看英雄的父母和妻儿，也经常汇点生活费。,2,79,0,2022-08-11 11:59:15,来自江苏,10913611195,运筹帷幄阳光vK
7130165724068676364,被救五人好好照顾他的家人吧！有什么比救命之恩大？,3,136,1,2022-08-10 16:46:23,来自湖北,102069992295,清仙斋
7130226642928272142,政府应给家人保障,5,141,0,2022-08-10 20:42:03,来自河南,78349352072,乘风破浪的高山B7
7130138503530726180,为平民英雄点赞[赞]，当代好青年奋不顾身救了五个家庭,2,38,0,2022-08-10 15:00:40,来自广东,3865863317,芬芬等你
7130086247020036901,我们江津的英雄[流泪][流泪][流泪],4,206,0,2022-08-10 11:37:42,来自重庆,93638481075,人间烟火1023
7130205130561651471,舍己救人的英雄！[祈祷][祈祷][祈祷],11,2869,15,2022-08-10 19:18:30,来自上海,5930769960,老黄牛的影子
7130453167842034466,建议追认为烈士（或认定为因公牺牲），对其直系亲属给予抚恤。,0,13,0,2022-08-11 11:21:01,来自北京,4248147575966139,刘钧老师
